50050,2026-07-28T18:58:24Z,DE,8,411.84
77862,2026-07-28T18:58:25Z,BR,2,407.43
55223,2026-07-28T18:58:27Z,JP,2,139.53
60345,2026-07-28T18:58:32Z,JP,7,98.35
45449,2026-07-28T18:58:33Z,JP,4,375.27
62440,2026-07-28T18:58:34Z,GB,8,163.15
32170,2026-07-28T18:58:39Z,FR,5,541.25
70307,2026-07-28T18:58:41Z,DE,7,279.23
81353,2026-07-28T18:58:44Z,JP,1,545.14
19281,2026-07-28T18:58:45Z,US,4,211.21
58214,2026-07-28T18:58:45Z,IT,3,510.14
77430,2026-07-28T18:58:47Z,ES,5,500.30
65196,2026-07-28T18:58:47Z,JP,2,199.86
75273,2026-07-28T18:58:47Z,DE,8,234.62
13437,2026-07-28T18:58:49Z,ES,7,250.58
37554,2026-07-28T18:58:54Z,US,3,509.08
19227,2026-07-28T18:58:55Z,GB,5,418.06
75439,2026-07-28T18:58:55Z,ES,4,410.89
50748,2026-07-28T18:58:57Z,GB,3,397.19
74390,2026-07-28T18:59:00Z,DE,6,145.25
84297,2026-07-28T18:59:02Z,GB,4,69.45
40718,2026-07-28T18:59:03Z,GB,7,44.79
43483,2026-07-28T18:59:05Z,DE,8,216.30
66665,2026-07-28T18:59:13Z,FR,6,301.94
68494,2026-07-28T18:59:16Z,FR,3,414.19
78827,2026-07-28T18:59:17Z,DE,5,48.47
21216,2026-07-28T18:59:18Z,BR,3,55.64
48543,2026-07-28T18:59:21Z,IT,5,123.40
65001,2026-07-28T18:59:22Z,BR,3,352.57
28630,2026-07-28T18:59:26Z,FR,5,111.30
61797,2026-07-28T18:59:26Z,DE,6,399.41
60933,2026-07-28T18:59:28Z,FR,5,210.35
45120,2026-07-28T18:59:28Z,BR,8,138.46
14632,2026-07-28T18:59:31Z,FR,2,219.25
89120,2026-07-28T18:59:34Z,ES,4,251.81
97941,2026-07-28T18:59:36Z,IT,7,76.47
37473,2026-07-28T18:59:37Z,JP,6,490.96
42374,2026-07-28T18:59:37Z,IT,5,119.24
47411,2026-07-28T18:59:38Z,BR,3,270.73
79964,2026-07-28T18:59:38Z,IT,4,209.38
83449,2026-07-28T18:59:40Z,US,8,39.19
40511,2026-07-28T18:59:41Z,JP,2,197.30
87981,2026-07-28T18:59:45Z,DE,7,67.00
13470,2026-07-28T18:59:47Z,BR,3,425.77
97113,2026-07-28T18:59:49Z,DE,4,125.07
10103,2026-07-28T18:59:50Z,GB,7,21.34
17807,2026-07-28T18:59:50Z,ES,4,593.94
94715,2026-07-28T18:59:51Z,JP,6,46.59
54045,2026-07-28T18:59:53Z,IT,8,196.92
55397,2026-07-28T18:59:54Z,DE,3,48.68
75591,2026-07-28T19:00:02Z,JP,4,17.98
37462,2026-07-28T19:00:03Z,US,7,508.35
56531,2026-07-28T19:00:04Z,BR,8,344.62
19814,2026-07-28T19:00:07Z,JP,5,387.39
37006,2026-07-28T19:00:07Z,DE,4,419.86
49688,2026-07-28T19:00:13Z,BR,3,256.31
65677,2026-07-28T19:00:16Z,ES,6,335.93
75883,2026-07-28T19:00:17Z,BR,2,269.98
73693,2026-07-28T19:00:18Z,FR,1,514.35
82267,2026-07-28T19:00:18Z,US,3,37.81
20446,2026-07-28T19:00:25Z,GB,8,415.88
98692,2026-07-28T19:00:28Z,US,6,209.70
46315,2026-07-28T19:00:39Z,GB,5,140.32
95181,2026-07-28T19:00:41Z,FR,4,99.02
42283,2026-07-28T19:00:42Z,DE,1,15.65
28301,2026-07-28T19:00:42Z,GB,6,190.74
51167,2026-07-28T19:00:44Z,BR,6,513.54
82220,2026-07-28T19:00:44Z,FR
31125,2026-07-28T19:00:45Z,JP,1,260.16
24196,2026-07-28T19:00:49Z,DE,7,509.70
43419,2026-07-28T19:00:49Z,BR,6,7.71
99081,2026-07-28T19:00:51Z,US,2,399.42
23789,2026-07-28T19:00:52Z,ES,6,252.75
26027,2026-07-28T19:00:54Z,GB,7,216.88
76548,2026-07-28T19:00:55Z,FR,6,553.58
31992,2026-07-28T19:00:56Z,DE,3,57.81
74214,2026-07-28T19:00:57Z,ES,3,256.65
88253,2026-07-28T19:00:58Z,GB,5,180.95
17853,2026-07-28T19:01:00Z,US,3,342.55
38769,2026-07-28T19:01:01Z,FR,8,131.79
68192,2026-07-28T19:01:02Z,FR,6,451.26
96118,2026-07-28T19:01:04Z,JP,4,70.80
37633,2026-07-28T19:01:06Z,GB,5,248.44
59792,2026-07-28T19:01:07Z,US,6,270.48
83226,2026-07-28T19:01:09Z,GB,5,214.47
59734,2026-07-28T19:01:10Z,FR,8,453.18
99728,2026-07-28T19:01:11Z,DE,8,509.66
42388,2026-07-28T19:01:15Z,ES,4,299.46
78709,2026-07-28T19:01:15Z,DE,3,200.76
68361,2026-07-28T19:01:19Z,ES,1,129.79
75093,2026-07-28T19:01:23Z,FR,two,N/A
59736,2026-07-28T19:01:23Z,IT,6,104.00
31567,2026-07-28T19:01:24Z,JP,1,221.03
58858,2026-07-28T19:01:29Z,GB,4,521.81
20762,2026-07-28T19:01:30Z,JP,2,581.90
10978,2026-07-28T19:01:31Z,JP,1,377.47
40014,2026-07-28T19:01:32Z,ES,1,439.38
63686,2026-07-28T19:01:34Z,US,7,472.50
40374,2026-07-28T19:01:39Z,IT,5,388.60
97126,2026-07-28T19:01:41Z,GB,1,17.56
96767,2026-07-28T19:01:44Z,DE,3,29.66
27031,2026-07-28T19:01:48Z,GB,6,338.85
32356,2026-07-28T19:01:49Z,JP,7,174.63
10453,2026-07-28T19:01:51Z,FR,3,27.22
71269,2026-07-28T19:01:52Z,FR,4,87.10
86683,2026-07-28T19:01:56Z,DE,3,279.51
16073,2026-07-28T19:01:59Z,US,4,570.37
39081,2026-07-28T19:02:00Z,US,6,450.45
62540,2026-07-28T19:02:00Z,FR,7,108.83
34928,2026-07-28T19:02:01Z,US,3,382.34
55972,2026-07-28T19:02:02Z,US,6,330.09
41583,2026-07-28T19:02:02Z,BR,1,485.99
78222,2026-07-28T19:02:03Z,FR,6,346.62
78507,2026-07-28T19:02:08Z,BR,4,101.87
49144,2026-07-28T19:02:08Z,BR,5,254.09
30537,2026-07-28T19:02:14Z,DE,4,99.25
28691,2026-07-28T19:02:15Z,ES,3,547.57
10716,2026-07-28T19:02:16Z,FR,5,27.50
82332,2026-07-28T19:02:19Z,IT,7,391.93
50471,2026-07-28T19:02:19Z,US,1,40.72
56207,2026-07-28T19:02:23Z,GB,6,219.66
70727,2026-07-28T19:02:23Z,ES,6,530.69
44293,2026-07-28T19:02:23Z,ES,7,434.51
73738,2026-07-28T19:02:26Z,US,8,232.10
52916,2026-07-28T19:02:28Z,FR,two,N/A
28283,2026-07-28T19:02:30Z,BR,3,532.15
76720,2026-07-28T19:02:32Z,BR,1,474.68
35767,2026-07-28T19:02:33Z,BR,6,56.76
99615,2026-07-28T19:02:33Z,US,7,486.22
13255,2026-07-28T19:02:37Z,DE,5,547.72
52279,2026-07-28T19:02:45Z,IT,5,281.96
63302,2026-07-28T19:02:46Z,ES,7,41.38
90729,2026-07-28T19:02:50Z,BR,7,491.22
11519,2026-07-28T19:02:51Z,IT,4,338.02
19006,2026-07-28T19:02:52Z,FR,7,345.80
43908,2026-07-28T19:02:55Z,DE,2,128.13
83341,2026-07-28T19:02:57Z,JP,1,393.41
24413,2026-07-28T19:02:58Z,ES,3,507.54
67747,2026-07-28T19:03:01Z,GB,3,546.94
13676,2026-07-28T19:03:03Z,GB,3,392.62
16460,2026-07-28T19:03:04Z,BR,1,140.66
75369,2026-07-28T19:03:04Z,IT,5,59.84
58396,2026-07-28T19:03:05Z,BR,2,328.54
56652,2026-07-28T19:03:07Z,GB,5,98.74
77348,2026-07-28T19:03:08Z,JP,5,63.15
34305,2026-07-28T19:03:16Z,ES,5,414.38
17000,2026-07-28T19:03:17Z,FR,6,209.05
51006,2026-07-28T19:03:20Z,BR,5,482.18
52449,2026-07-28T19:03:20Z,IT,7,67.86
97817,2026-07-28T19:03:20Z,BR,4,567.62
14973,2026-07-28T19:03:21Z,US,1,412.14
35445,2026-07-28T19:03:24Z,DE,5,25.97
72216,2026-07-28T19:03:26Z,BR,6,256.88
87790,2026-07-28T19:03:28Z,ES,2,572.57
39531,2026-07-28T19:03:28Z,FR,8,246.83
10443,2026-07-28T19:03:31Z,GB,7,97.23
45097,2026-07-28T19:03:32Z,FR,2,283.95
79289,2026-07-28T19:03:36Z,US,8,146.74
98508,2026-07-28T19:03:37Z,DE,2,382.35
91157,2026-07-28T19:03:41Z,GB,1,367.57
92838,2026-07-28T19:03:43Z,IT,2,535.06
97185,2026-07-28T19:03:44Z,GB,3,462.30
77059,2026-07-28T19:03:45Z,DE,8,205.03
52290,2026-07-28T19:03:46Z,JP,7,149.85
94161,2026-07-28T19:03:47Z,IT,5,563.00
52819,2026-07-28T19:03:47Z,IT,5,136.11
10692,2026-07-28T19:03:49Z,US,8,331.23
15849,2026-07-28T19:03:51Z,FR,7,317.89
21943,2026-07-28T19:03:53Z,IT,2,406.51
89768,2026-07-28T19:03:53Z,GB,4,88.33
96748,2026-07-28T19:03:54Z,DE,2,413.84
39802,2026-07-28T19:03:57Z,US,8,12.73
97123,2026-07-28T19:04:03Z,JP,6,538.53
37632,2026-07-28T19:04:04Z,JP,1,338.36
15698,2026-07-28T19:04:07Z,DE,1,325.54
86215,2026-07-28T19:04:08Z,US,3,466.33
59736,2026-07-28T19:04:09Z,ES,4,98.47
71310,2026-07-28T19:04:10Z,GB,3,255.01
77609,2026-07-28T19:04:11Z,DE,5,527.61
54011,2026-07-28T19:04:14Z,BR,7,104.02
52452,2026-07-28T19:04:14Z,FR,1,192.88
20813,2026-07-28T19:04:16Z,JP,3,257.41
39363,2026-07-28T19:04:19Z,IT,8,154.54
50272,2026-07-28T19:04:20Z,FR,1,142.25
20606,2026-07-28T19:04:22Z,JP,7,236.94
28989,2026-07-28T19:04:23Z,US,7,578.16
31392,2026-07-28T19:04:27Z,US,5,454.60
74015,2026-07-28T19:04:30Z,US,3,26.64
31063,2026-07-28T19:04:32Z,JP,3,550.42
17580,2026-07-28T19:04:34Z,FR,1,190.68
10990,2026-07-28T19:04:34Z,BR,4,269.22
35158,2026-07-28T19:04:35Z,GB,3,333.61
47319,2026-07-28T19:04:37Z,GB,5,393.02
59653,2026-07-28T19:04:38Z,ES,8,350.23
33923,2026-07-28T19:04:40Z,US,5,192.02
54939,2026-07-28T19:04:40Z,IT,2,471.69
89333,2026-07-28T19:04:42Z,IT,7,76.28
83633,2026-07-28T19:04:43Z,US,2,395.47
75926,2026-07-28T19:04:43Z,ES,8,221.32
13147,2026-07-28T19:04:44Z,US,7,192.67
56730,2026-07-28T19:04:49Z,JP,8,492.14
15004,2026-07-28T19:04:55Z,DE,2,483.66
83796,2026-07-28T19:04:56Z,DE,2,488.61
92662,2026-07-28T19:04:58Z,IT,1,427.72
41563,2026-07-28T19:05:02Z,US,4,435.90
66903,2026-07-28T19:05:03Z,GB,2,459.62
58619,2026-07-28T19:05:05Z,IT,7,6.68
91009,2026-07-28T19:05:05Z,FR,8,572.37
59952,2026-07-28T19:05:09Z,IT,8,302.64
59936,2026-07-28T19:05:12Z,GB,3,54.11
59242,2026-07-28T19:05:12Z,DE,1,143.10
11508,2026-07-28T19:05:15Z,GB,7,525.32
44046,2026-07-28T19:05:18Z,DE,2,509.78
47670,2026-07-28T19:05:20Z,DE,7,106.85
89999,2026-07-28T19:05:27Z,IT,5,261.76
19973,2026-07-28T19:05:31Z,IT,2,64.51
65491,2026-07-28T19:05:32Z,GB,8,485.98
99049,2026-07-28T19:05:34Z,US,2,285.59
13734,2026-07-28T19:05:39Z,DE,2,127.15
50772,2026-07-28T19:05:40Z,JP,5,573.00
38824,2026-07-28T19:05:40Z,BR,1,139.03
90876,2026-07-28T19:05:41Z,FR,2,180.75
77378,2026-07-28T19:05:43Z,GB,8,521.54
31220,2026-07-28T19:05:44Z,JP,4,154.02
58772,2026-07-28T19:05:44Z,ES,1,168.02
97176,2026-07-28T19:05:45Z,FR,8,277.68
49626,2026-07-28T19:05:46Z,JP,3,545.90
15250,2026-07-28T19:05:46Z,ES,6,403.90
88346,2026-07-28T19:05:50Z,JP,6,339.22
58723,2026-07-28T19:05:51Z,US,4,590.42
44074,2026-07-28T19:05:51Z,ES,7,366.90
19159,2026-07-28T19:05:53Z,US,4,96.89
46809,2026-07-28T19:05:54Z,FR,4,528.58
94547,2026-07-28T19:05:56Z,DE,8,394.81
30117,2026-07-28T19:05:56Z,ES,1,235.31
78167,2026-07-28T19:06:00Z,DE,2,42.41
40901,2026-07-28T19:06:04Z,BR,6,500.16
56607,2026-07-28T19:06:04Z,FR,6,557.72
14165,2026-07-28T19:06:05Z,IT,4,79.61
26223,2026-07-28T19:06:06Z,ES,8,485.24
74139,2026-07-28T19:06:07Z,US,3,291.75
74215,2026-07-28T19:06:10Z,FR
76469,2026-07-28T19:06:12Z,IT,6,403.97
92149,2026-07-28T19:06:16Z,GB,6,138.64
63264,2026-07-28T19:06:16Z,BR,3,468.88
36603,2026-07-28T19:06:20Z,FR,1,159.72
95398,2026-07-28T19:06:21Z,FR,3,236.99
33149,2026-07-28T19:06:21Z,IT,7,400.52
70730,2026-07-28T19:06:21Z,FR,2,531.58
58330,2026-07-28T19:06:22Z,FR,4,106.46
31440,2026-07-28T19:06:25Z,FR,5,47.50
15677,2026-07-28T19:06:28Z,IT,3,550.30
69471,2026-07-28T19:06:28Z,JP,2,500.34
46368,2026-07-28T19:06:29Z,JP,7,466.75
44854,2026-07-28T19:06:29Z,JP,2,482.47
11605,2026-07-28T19:06:30Z,DE,2,591.69
81562,2026-07-28T19:06:30Z,GB,4,375.39
26505,2026-07-28T19:06:30Z,IT,5,594.65
48112,2026-07-28T19:06:31Z,BR,2,16.22
16758,2026-07-28T19:06:33Z,FR,1,378.95
23618,2026-07-28T19:06:33Z,IT,1,590.82
33121,2026-07-28T19:06:34Z,FR,5,146.61
98347,2026-07-28T19:06:35Z,ES,4,97.48
34020,2026-07-28T19:06:35Z,IT,3,463.52
83433,2026-07-28T19:06:39Z,JP,6,407.16
38826,2026-07-28T19:06:45Z,ES,4,131.88
20269,2026-07-28T19:06:45Z,BR,4,471.52
55143,2026-07-28T19:06:47Z,GB,1,137.23
16857,2026-07-28T19:06:47Z,FR,4,113.20
16707,2026-07-28T19:06:47Z,IT,6,518.37
98483,2026-07-28T19:06:51Z,DE,4,378.58
52615,2026-07-28T19:06:52Z,FR,7,412.00
44874,2026-07-28T19:06:52Z,BR,1,292.62
27616,2026-07-28T19:06:53Z,ES,1,62.96
71579,2026-07-28T19:06:54Z,FR,5,224.69
99448,2026-07-28T19:06:55Z,GB,7,163.96
15762,2026-07-28T19:06:55Z,DE,4,462.55
25690,2026-07-28T19:06:56Z,DE,2,228.58
73053,2026-07-28T19:06:57Z,FR,4,422.18
91064,2026-07-28T19:07:02Z,ES,7,514.32
80736,2026-07-28T19:07:06Z,IT,7,193.51
31037,2026-07-28T19:07:11Z,JP,2,73.09
46872,2026-07-28T19:07:14Z,BR,3,330.22
42934,2026-07-28T19:07:15Z,ES,5,497.33
83007,2026-07-28T19:07:16Z,GB,1,575.27
60942,2026-07-28T19:07:17Z,GB,2,168.27
38624,2026-07-28T19:07:18Z,JP,4,197.60
47831,2026-07-28T19:07:20Z,BR,3,38.76
13679,2026-07-28T19:07:22Z,GB,4,170.40
57010,2026-07-28T19:07:24Z,DE,2,145.01
85789,2026-07-28T19:07:26Z,DE,5,445.95
55173,2026-07-28T19:07:27Z,US,5,148.99
73471,2026-07-28T19:07:27Z,US,6,390.34
45954,2026-07-28T19:07:31Z,US,8,72.39
91112,2026-07-28T19:07:33Z,GB,2,385.10
48908,2026-07-28T19:07:33Z,ES,8,460.20
23922,2026-07-28T19:07:34Z,FR,4,287.13
83888,2026-07-28T19:07:37Z,GB,1,535.24
95012,2026-07-28T19:07:38Z,GB,1,392.85
41634,2026-07-28T19:07:47Z,GB,5,175.37
92408,2026-07-28T19:07:48Z,GB,3,173.51
18053,2026-07-28T19:07:51Z,US,8,577.98
73353,2026-07-28T19:07:55Z,ES,5,200.20
15471,2026-07-28T19:07:59Z,US,1,297.83
94259,2026-07-28T19:08:00Z,ES,2,283.43
95323,2026-07-28T19:08:00Z,GB,6,292.91
84199,2026-07-28T19:08:02Z,US,3,535.56
39268,2026-07-28T19:08:03Z,DE,2,482.93
33222,2026-07-28T19:08:04Z,ES,6,513.03
56242,2026-07-28T19:08:05Z,BR,5,170.56
91918,2026-07-28T19:08:05Z,FR,7,22.17
94895,2026-07-28T19:08:06Z,BR,7,289.89
63972,2026-07-28T19:08:09Z,JP,4,177.99
74506,2026-07-28T19:08:13Z,ES,3,493.32
96221,2026-07-28T19:08:13Z,ES,1,597.61
59731,2026-07-28T19:08:14Z,FR,2,266.66
17100,2026-07-28T19:08:17Z,IT,8,362.77
67607,2026-07-28T19:08:17Z,DE,8,109.12
62279,2026-07-28T19:08:23Z,FR,two,N/A
91096,2026-07-28T19:08:24Z,DE,5,234.19
58228,2026-07-28T19:08:29Z,FR
34758,2026-07-28T19:08:32Z,FR,8,266.85
58428,2026-07-28T19:08:32Z,IT,7,269.11
65799,2026-07-28T19:08:33Z,IT,3,532.50
36582,2026-07-28T19:08:34Z,US,3,136.76
22962,2026-07-28T19:08:40Z,GB,6,252.76
58352,2026-07-28T19:08:40Z,IT,4,331.82
35259,2026-07-28T19:08:42Z,BR,8,69.28
12043,2026-07-28T19:08:42Z,IT,1,99.27
64157,2026-07-28T19:08:42Z,IT,2,450.84
90596,2026-07-28T19:08:44Z,JP,4,534.18
39820,2026-07-28T19:08:47Z,FR,two,N/A
64165,2026-07-28T19:08:48Z,IT,3,507.51
54974,2026-07-28T19:08:48Z,JP,5,141.25
66387,2026-07-28T19:08:49Z,JP,3,71.40
92065,2026-07-28T19:08:53Z,IT,3,71.30
32432,2026-07-28T19:08:57Z,US,7,495.53
52161,2026-07-28T19:08:59Z,IT,5,21.48
27293,2026-07-28T19:09:00Z,DE,1,559.18
73318,2026-07-28T19:09:01Z,IT,6,451.69
50526,2026-07-28T19:09:02Z,DE,7,152.87
86163,2026-07-28T19:09:03Z,FR,1,285.10
92477,2026-07-28T19:09:05Z,IT,7,105.36
53388,2026-07-28T19:09:06Z,JP,7,387.73
90666,2026-07-28T19:09:07Z,IT,5,578.78
41278,2026-07-28T19:09:12Z,IT,3,194.06
30238,2026-07-28T19:09:14Z,FR,3,438.17
96085,2026-07-28T19:09:15Z,GB,8,280.95
55701,2026-07-28T19:09:19Z,FR,5,47.91
25236,2026-07-28T19:09:19Z,BR,2,14.00
89175,2026-07-28T19:09:23Z,FR,7,36.95
65700,2026-07-28T19:09:23Z,IT,2,367.44
97614,2026-07-28T19:09:24Z,GB,1,266.76
47924,2026-07-28T19:09:25Z,DE,2,384.92
50605,2026-07-28T19:09:32Z,DE,1,558.76
11221,2026-07-28T19:09:35Z,US,3,110.16
46295,2026-07-28T19:09:35Z,JP,3,249.30
87446,2026-07-28T19:09:36Z,JP,3,49.96
73505,2026-07-28T19:09:46Z,BR,7,369.13
90706,2026-07-28T19:09:47Z,FR,1,498.69
79802,2026-07-28T19:09:47Z,US,8,566.22
82610,2026-07-28T19:09:47Z,US,1,114.67
42920,2026-07-28T19:09:48Z,US,2,100.35
69308,2026-07-28T19:09:48Z,IT,6,215.80
72753,2026-07-28T19:09:49Z,IT,1,361.21
54918,2026-07-28T19:09:49Z,JP,7,218.64
89400,2026-07-28T19:09:52Z,BR,2,69.85
95171,2026-07-28T19:09:57Z,GB,7,343.86
12492,2026-07-28T19:09:58Z,BR,6,550.48
58823,2026-07-28T19:09:59Z,GB,2,93.13
23166,2026-07-28T19:10:05Z,BR,7,407.64
91717,2026-07-28T19:10:06Z,GB,1,478.54
68603,2026-07-28T19:10:07Z,DE,5,183.86
16767,2026-07-28T19:10:12Z,BR,4,292.63
56044,2026-07-28T19:10:14Z,US,7,26.87
87072,2026-07-28T19:10:17Z,IT,3,589.30
92746,2026-07-28T19:10:18Z,JP,4,56.97
83051,2026-07-28T19:10:28Z,IT,5,297.94
50778,2026-07-28T19:10:29Z,GB,8,437.98
20829,2026-07-28T19:10:29Z,GB,7,492.84
46463,2026-07-28T19:10:34Z,DE,2,453.98
47870,2026-07-28T19:10:36Z,JP,1,211.96
18752,2026-07-28T19:10:39Z,BR,6,326.30
78451,2026-07-28T19:10:39Z,FR,2,308.79
29459,2026-07-28T19:10:40Z,ES,6,121.98
11329,2026-07-28T19:10:40Z,DE,8,222.70
71391,2026-07-28T19:10:43Z,BR,4,258.29
27410,2026-07-28T19:10:49Z,ES,5,204.44
39586,2026-07-28T19:10:55Z,JP,4,299.42
75509,2026-07-28T19:10:55Z,FR
53211,2026-07-28T19:10:57Z,GB,3,336.17
33729,2026-07-28T19:11:01Z,DE,3,532.58
51982,2026-07-28T19:11:02Z,DE,7,186.36
59007,2026-07-28T19:11:05Z,US,1,518.34
20045,2026-07-28T19:11:08Z,DE,3,283.54
27882,2026-07-28T19:11:08Z,US,6,127.95
15388,2026-07-28T19:11:10Z,GB,6,49.15
86449,2026-07-28T19:11:12Z,FR,2,596.30
74398,2026-07-28T19:11:14Z,FR,6,144.65
15834,2026-07-28T19:11:15Z,JP,5,153.16
84213,2026-07-28T19:11:20Z,US,3,573.13
23441,2026-07-28T19:11:21Z,ES,4,557.52
95467,2026-07-28T19:11:22Z,FR,4,374.92
53651,2026-07-28T19:11:26Z,JP,6,479.98
85188,2026-07-28T19:11:27Z,JP,4,320.31
37956,2026-07-28T19:11:28Z,ES,5,265.65
58157,2026-07-28T19:11:30Z,ES,1,304.31
95817,2026-07-28T19:11:38Z,FR,2,438.30
67426,2026-07-28T19:11:40Z,FR,3,239.07
96061,2026-07-28T19:11:40Z,FR,8,279.66
22252,2026-07-28T19:11:44Z,ES,1,573.62
46804,2026-07-28T19:11:46Z,JP,6,58.29
63201,2026-07-28T19:11:49Z,BR,5,569.10
54854,2026-07-28T19:11:51Z,IT,8,281.08
51434,2026-07-28T19:11:55Z,FR,1,51.56
40262,2026-07-28T19:11:56Z,BR,6,96.39
17658,2026-07-28T19:12:00Z,FR,3,113.26
78962,2026-07-28T19:12:04Z,BR,7,590.48
90807,2026-07-28T19:12:04Z,BR,7,359.01
12506,2026-07-28T19:12:05Z,DE,6,76.21
45580,2026-07-28T19:12:09Z,US,6,110.77
71789,2026-07-28T19:12:10Z,ES,6,484.28
35002,2026-07-28T19:12:11Z,BR,5,445.81
34826,2026-07-28T19:12:11Z,BR,3,489.29
94470,2026-07-28T19:12:12Z,GB,8,188.07
51549,2026-07-28T19:12:12Z,JP,6,509.77
77054,2026-07-28T19:12:13Z,FR,6,533.27
39462,2026-07-28T19:12:17Z,BR,7,104.48
54042,2026-07-28T19:12:18Z,JP,1,291.70
39758,2026-07-28T19:12:26Z,BR,2,141.49
28935,2026-07-28T19:12:26Z,ES,1,339.98
10667,2026-07-28T19:12:29Z,JP,5,164.24
30861,2026-07-28T19:12:32Z,IT,2,218.01
20831,2026-07-28T19:12:34Z,JP,1,379.58
37084,2026-07-28T19:12:35Z,GB,4,70.60
86115,2026-07-28T19:12:37Z,DE,2,268.92
78642,2026-07-28T19:12:38Z,DE,2,350.89
84903,2026-07-28T19:12:38Z,DE,4,520.25
71354,2026-07-28T19:12:42Z,JP,7,140.54
84664,2026-07-28T19:12:43Z,DE,8,280.52
97585,2026-07-28T19:12:48Z,FR,1,267.12
64354,2026-07-28T19:12:49Z,GB,7,447.22
76746,2026-07-28T19:12:50Z,DE,8,248.58
11055,2026-07-28T19:12:55Z,FR,6,393.59
35272,2026-07-28T19:12:56Z,BR,1,171.09
57062,2026-07-28T19:12:58Z,BR,2,78.08
68535,2026-07-28T19:13:03Z,US,6,512.17
85280,2026-07-28T19:13:07Z,GB,4,388.36
66619,2026-07-28T19:13:07Z,ES,8,443.65
93018,2026-07-28T19:13:07Z,IT,7,443.24
84751,2026-07-28T19:13:08Z,BR,1,16.06
50724,2026-07-28T19:13:09Z,GB,2,18.04
84119,2026-07-28T19:13:13Z,IT,8,520.59
10817,2026-07-28T19:13:18Z,BR,8,416.27
99332,2026-07-28T19:13:20Z,IT,3,85.97
61086,2026-07-28T19:13:22Z,ES,5,476.61
13101,2026-07-28T19:13:24Z,DE,6,288.28
51810,2026-07-28T19:13:26Z,ES,2,15.91
13693,2026-07-28T19:13:28Z,GB,3,227.66
67591,2026-07-28T19:13:29Z,ES,7,99.22
83818,2026-07-28T19:13:33Z,FR,two,N/A
63451,2026-07-28T19:13:34Z,BR,4,268.47
77157,2026-07-28T19:13:39Z,FR,6,278.72
13776,2026-07-28T19:13:39Z,US,3,429.81
18621,2026-07-28T19:13:41Z,DE,2,533.15
17663,2026-07-28T19:13:43Z,FR,7,132.78
81262,2026-07-28T19:13:46Z,DE,6,520.95
